sentence,label
"['NEITHER PARTY MAY CLAIM AND NEITHER PARTY IS LIABLE FOR CLAIMS FOR INDIRECT DAMAGES AND LOSSES, SUCH AS SPECIAL OR CONSEQUENTIAL LOSS OR DAMAGE, ANY LOSS OF ACTUAL OR ANTICIPATED PROFIT, OR REVENUE, ANTICIPATED SAVINGS OR BUSINESS OR DAMAGE TO GOODWILL OR BRAND EQUITY, ARE EXCLUDED.",Liability
"', ""Cremer's liability arising from this Agreement is limited to intentional misconduct or gross negligence.""]",Liability
"['The laws of the Federal Republic of Germany shall apply to the Agreement and any legal relations thereof, especially any purchase order, between Cremer and Ultragenyx shall be governed by that law.']",Arbitration
"[""EXCEPT (I) WITH RESPECT TO ANY BREACH OF ARTICLE 8 (CONFIDENTIALITY), (II) FOR THIRD PARTY PENALTIES, COSTS AND EXPENSES AS SET FORTH IN SECTION 2.9, OR (III) FOR [***], TO THE MAXIMUM EXTENT PERMITTED BY LAW, (A) NEITHER PARTY SHALL BE LIABLE TO THE OTHER PARTY FOR ANY INDIRECT, INCIDENTAL, CONSEQUENTIAL, SPECIAL OR PUNITIVE DAMAGES, WHETHER LIABILITY IS ASSERTED IN CONTRACT, TORT (INCLUDING NEGLIGENCE), STRICT LIABILITY, OR ANY OTHER THEORY OR FORM OF ACTION, EVEN IF SUCH PARTY HAS BEEN ADVISED OF THE POSSIBILITY THEREOF; AND (B) EACH PARTY'S TOTAL LIABILITY TO THE OTHER PARTY UNDER THIS SUPPLY AGREEMENT SHALL NOT EXCEED [***].""]",Liability
"[""SUTRO'S LIABITY TO SUTROVAX FOR THIRD PARTY PENALTIES, COSTS AND EXPENSES UNDER SECTION 2.9 SHALL NOT EXCEED [***].",Liability
""", ""For any failure to supply compliant Product(s) in the later of the Delivery Time Period and the period ending [***] after the delivery date specified under the Work Order, without limiting SutroVax's other remedies, subject to this Section 2.9.2 and Section 9.3 (Limitation of Liability), Sutro shall be liable for any non-cancelable Third Party penalties, costs and expenses incurred by SutroVax as a result of Sutro's failure to supply Product(s) as aforesaid, subject to receipt by Sutro of appropriate documentary evidence of such penalties, costs and expenses to the extent such evidence of such amounts may be provided by SutroVax without breaching SutroVax's or its Affiliates' duties of confidentiality to such Third Party (and provided that SutroVax shall use commercially reasonable efforts to (i) minimize or eliminate such penalties, costs and expenses and (ii) where provision of such evidence to Sutro would result in a breach of such duties of confidentiality, to obtain the consent of the applicable Third Party to the provision of such evidence to Sutro).",Liability
""", ""EXCEPT (I) WITH RESPECT TO ANY BREACH OF ARTICLE 8 (CONFIDENTIALITY), (II) FOR THIRD PARTY PENALTIES, COSTS AND EXPENSES AS SET FORTH IN SECTION 2.9, OR (III) FOR [***], TO THE MAXIMUM EXTENT PERMITTED BY LAW, (A) NEITHER PARTY SHALL BE LIABLE TO THE OTHER PARTY FOR ANY INDIRECT, INCIDENTAL, CONSEQUENTIAL, SPECIAL OR PUNITIVE DAMAGES, WHETHER LIABILITY IS ASSERTED IN CONTRACT, TORT (INCLUDING NEGLIGENCE), STRICT LIABILITY, OR ANY OTHER THEORY OR FORM OF ACTION, EVEN IF SUCH PARTY HAS BEEN ADVISED OF THE POSSIBILITY THEREOF; AND (B) EACH PARTY'S TOTAL LIABILITY TO THE OTHER PARTY UNDER THIS SUPPLY AGREEMENT SHALL NOT EXCEED [***].""]",Liability
"[""Notwithstanding anything to the contrary in this Supply Agreement, this Supply Agreement may be terminated:\n\n10.2.1 in its entirety or with respect to one or more Products, on a Product-by-Product basis, by mutual written consent of Sutro and SutroVax;\n\n\n\n\n\n10.2.2 in its entirety by a Party if the other Party materially breaches any of the material terms, conditions or agreements contained in this Supply Agreement to be kept, observed or performed by the other Party, by giving the Party who committed the breach [***] days' prior written notice, unless the notified Party shall have cured the breach within such [***]-day period; and\n\n10.2.3 in its entirety or with respect to one or more Products, on a Product-by-Product basis, by SutroVax upon [***] days' prior written notice to Sutro for any reason.""]",Termination
"[""Upon the expiration of the Term or termination of this Supply Agreement, in its entirety or with respect to one or more Products, this Supply Agreement shall, except as otherwise provided in this Section 10.3 or Section 10.5, be of no further force or effect; provided, however, that (a) in the event this Supply Agreement is terminated by SutroVax pursuant to Section 10.2.3 and there are outstanding Work Orders or other purchase orders accepted by Sutro that would not be fulfilled as a result of such termination, SutroVax shall reimburse Sutro for all supplies and materials purchased by Sutro and time incurred by Sutro personnel (to the extent incurred solely for manufacture of Product for SutroVax) for the manufacture, or preparation for the manufacture, of Products for any Work Orders placed by SutroVax and any other purchase orders accepted by Sutro prior to such expiration or termination, in each case to the extent Sutro cannot otherwise reasonably mitigate such the costs and expenses of such supplies, materials and time (e.g., by use of resulting supplies, materials and work-in-progress Product for other purposes); provided that to the extent SutroVax pays for any supplies or materials, upon SutroVax's request Sutro shall promptly transfer and deliver such supplies and materials to SutroVax; and (b) if this Supply Agreement is terminated with respect to one or more Products, but not all Products, then this Supply Agreement shall continue in full force and effect with respect to the applicable Product(s) for which it is not terminated.""]",Termination
"[""Such records shall be made available for reasonable review, audit and inspection upon reasonable notice and with reasonable frequency, upon SutroVax's request for the purpose of verifying Sutro's calculations of amounts due hereunder, the basis for such calculations (including Sutro's calculation of the Fully Burdened Manufacturing Costs) or payments and Sutro's compliance with the terms and conditions of this Supply Agreement.",Obligation
""", ""Without limiting the foregoing; Sutro is responsible for auditing the facilities of the suppliers of Components, if any, periodically, and Sutro agrees to provide SutroVax, upon SutroVax's request with a current copy of the audit report of such facilities and to incorporate SutroVax's comments with respect to any corrective action plan related to the Product.",Obligation
""", ""During the Term and the [***] period thereafter, SutroVax or a SutroVax Affiliate may, during normal working hours and upon reasonable advance notice perform site audits and inspect, or request information relating to, Sutro's or its subcontractor's Facilities and records directly or indirectly involved in the performance of this Supply Agreement or related to the Product(s).",Obligation
Such requests should be made in writing and Sutro will allow for such audits or inspection to occur within [***] days from request (excepting for cause audits) for Sutro's Facilities and within [***] days' from request (excepting for cause audits) for Sutro's subcontractor's facilities.,Obligation
Reasonable advance notice for audits for cause shall not require more than [***] advance notice.,Obligation
""", ""Accordingly, to permit the Quality Agreement to be finalized within such period, Sutro shall provide SutroVax or its designee access to Sutro's Facilities and records to enable SutroVax or its designee to complete an audit pursuant to Section 5.1 within [***] days after the Effective Date.",Obligation
""", ""During such an inspection or request for information the inspectors may inquire about the progress of the work being carried out by Sutro or its subcontractor, and are in particular but not exclusively authorized to:\n\n5.1.1 Inspect the Facilities, documents and equipment used, or to be used, in the Manufacture of the Product(s);\n\n5.1.2 Verify the qualifications of the employees and subcontractors carrying out such work and their use of the relevant equipment;\n\n\n\n\n\n5.1.3 Evaluate all scientific techniques used by Sutro, its subcontractors and their respective employees in the performance of this Supply Agreement and the procedures used in the creation and storage of samples of the Product(s), provided that nothing in this Section 5.1.3 shall require Sutroto disclose any Sutro Core Know-How;\n\n5.1.4 Verify and evaluate information relating to the utilization of the Manufacturing capacity of Sutro's Facilities or its subcontractor's Facilities;\n\n5.1.5 Review correspondence, reports, filings and other documents from Regulatory Authorities to the extent related to the Manufacturing activities hereunder;\n\n5.1.6 Evaluate the implementation of all Manufacturing and process changes made with respect to the Product, including pursuant to any corrective action plan; and\n\n5.1.7 Ascertain compliance with Applicable Laws, the Specifications and this Supply Agreement.""]",Obligation
['.,Obligation
"Each Party shall provide the other with written notice at least [***] days prior to the cancellation, non renewal or material change in such insurance.",Obligation
"', 'Each Party shall procure and maintain insurance, including clinical trials and product liability insurance, adequate to cover its obligations hereunder and consistent with normal business practices of prudent companies similarly situated at all times during which any Product or Vaccine Compositions is being clinically tested in human subjects or commercially distributed or sold by such Party.",Obligation
"', 'Each Party shall provide the other with written evidence of such insurance upon reques']",Obligation
"['This Supply Agreement shall be governed by, and construed and enforced in accordance with, the laws of the State of California, without regard to any conflict of laws rules to the contrary.']",Arbitration
"['NEITHER PARTY SHALL BE LIABLE FOR ANY SPECIAL, INCIDENTAL, EXEMPLARY OR CONSEQUENTIAL DAMAGES OF ANY KIND (INCLUDING LOST PROFITS) REGARDLESS OF THE FORM OF ACTION, WHETHER IN CONTRACT, TORT, NEGLIGENCE, BREACH OF STATUTORY DUTY OR OTHERWISE, SUFFERED BY THE OTHER PARTY, EVEN IF THAT PARTY HAS BEEN INFORMED OF THE POSSIBILITY OF ANY SUCH DAMAGES IN ADVANCE.",Liability
"['Following the Initial Term, Vericel may, without penalty or prejudice to any other rights or remedies Vericel may have, in its sole discretion terminate or reduce the scope of any individual activities contemplated by this Agreement or any Additional Service or with respect to any Product or terminate this Agreement as a whole with or without cause, upon [***] prior written notice of such termination or reduction (which such written notice may be provided during the Initial Term).']",Termination
"['In addition, upon the expiration or earlier termination of this Agreement:\n\n(a) if Vericel terminates the Agreement for breach or MediWound terminates in accordance with Section 8.5, Vericel shall have the option of [***]\n\n(b) Vericel shall pay to MediWound: (i) all amounts outstanding and remaining to be paid for Product supplied prior to such expiration or termination or under any other obligation under the Agreement; (ii) all amounts for Product in the Binding Forecasts and Binding Orders prior to the expiration or termination, provided that MediWound delivers such Product in accordance with the terms of this Agreement; (iii) all amounts representing the purchase by MediWound of Materials in reliance upon the Binding Forecasts and Binding Orders (if MediWound is unable to cancel (without incurring any costs) or otherwise use such Materials); and (iv) all amounts representing remaining inventory of Product and all Product work in process undertaken in accordance with the Binding Forecasts or Binding Orders or undertaken otherwise in accordance with the terms of this Agreement.']",Termination
